age,job,marital,education,default,balance,housing,loan,uid
32,blue-collar,single,secondary,no,400,no,no,34333
37,management,married,tertiary,no,203,no,no,45074
51,admin.,divorced,secondary,no,14215,no,no,20741
30,admin.,married,secondary,no,35,yes,yes,26895
42,self-employed,married,tertiary,no,0,no,no,19839
30,blue-collar,married,primary,no,201,yes,no,43225
33,blue-collar,single,secondary,no,-416,yes,no,3831
36,blue-collar,married,primary,no,-402,no,no,5200
43,technician,single,secondary,no,451,no,no,40943
40,technician,married,secondary,no,265,no,no,11091
30,admin.,single,secondary,no,1473,yes,no,33199
40,admin.,married,secondary,no,-769,yes,yes,15040
52,management,married,tertiary,no,575,no,no,8422
28,blue-collar,single,secondary,no,171,yes,no,38754
26,blue-collar,married,secondary,no,818,no,no,13647
30,unknown,single,tertiary,no,6836,no,no,31198
59,unemployed,married,secondary,no,1047,no,no,31130
48,technician,married,secondary,no,141,yes,yes,402
58,self-employed,divorced,tertiary,no,3,yes,yes,8233
29,management,married,tertiary,no,199,yes,yes,1125
56,retired,married,tertiary,no,89,no,no,13901
53,technician,single,secondary,no,198,yes,yes,7815
39,services,divorced,secondary,no,5873,no,no,32807
38,technician,married,secondary,no,6975,no,no,9842
26,blue-collar,single,secondary,no,384,yes,no,38853
41,blue-collar,married,secondary,no,239,no,no,7334
36,services,married,secondary,no,301,yes,no,214
51,housemaid,divorced,tertiary,no,1613,no,no,18885
43,services,married,primary,no,2557,yes,no,32107
56,retired,married,secondary,no,364,no,no,19083
44,technician,single,secondary,no,59,yes,no,39158
51,admin.,divorced,secondary,no,115,yes,yes,1378
50,management,married,tertiary,no,569,no,yes,21265
34,admin.,single,secondary,no,1704,yes,no,3384
36,technician,single,secondary,no,125,yes,no,38100
41,management,divorced,tertiary,no,3426,no,no,40084
53,services,married,secondary,no,1194,no,no,18053
39,blue-collar,married,secondary,no,300,yes,no,37787
31,management,married,secondary,no,678,yes,no,28370
29,technician,married,tertiary,no,1413,yes,no,15231
28,blue-collar,single,secondary,no,4054,yes,no,36449
42,technician,married,secondary,no,-887,no,no,8275
40,blue-collar,married,secondary,no,6767,yes,no,36056
46,services,divorced,secondary,no,-179,no,no,28964
43,retired,married,primary,no,471,no,yes,3176
56,blue-collar,married,secondary,no,249,yes,no,7165
34,blue-collar,married,primary,no,428,yes,no,38795
35,blue-collar,divorced,primary,no,-5,no,no,9588
35,management,married,tertiary,no,2387,yes,yes,8292
43,admin.,married,primary,no,482,yes,no,9488
42,blue-collar,divorced,primary,no,145,no,yes,12419
39,blue-collar,married,secondary,no,1044,yes,no,29031
44,services,married,primary,no,2386,yes,no,35440
51,technician,single,secondary,no,527,yes,no,28780
37,blue-collar,married,secondary,no,2870,yes,no,9663
41,entrepreneur,married,primary,no,0,no,no,10733
31,admin.,single,tertiary,no,2004,no,no,25803
27,blue-collar,single,secondary,no,185,yes,no,35605
37,blue-collar,divorced,secondary,no,638,yes,no,35814
59,blue-collar,married,primary,no,-209,no,no,18224
50,technician,married,secondary,no,85,no,no,14379
32,self-employed,married,secondary,no,67,no,no,19150
52,entrepreneur,divorced,tertiary,no,1089,no,yes,30811
32,technician,married,secondary,no,12,yes,yes,18951
44,self-employed,married,secondary,no,335,no,no,28920
48,management,married,tertiary,no,291,yes,no,16480
47,blue-collar,married,secondary,yes,-5,yes,no,942
33,admin.,married,secondary,no,1467,yes,no,4621
31,management,single,tertiary,no,284,no,no,22236
34,entrepreneur,divorced,tertiary,no,262,no,no,26392
44,entrepreneur,married,secondary,yes,-848,yes,no,4085
51,technician,married,tertiary,no,5059,yes,no,18479
32,management,married,tertiary,no,141,yes,yes,22532
32,admin.,married,secondary,no,97,yes,no,39020
36,admin.,single,secondary,no,47,no,yes,13484
40,management,married,secondary,no,643,yes,no,32983
42,management,divorced,tertiary,no,580,yes,no,18364
33,management,married,tertiary,no,455,yes,yes,7307
22,student,single,secondary,no,120,no,no,42447
46,management,married,tertiary,no,1950,no,no,41422
37,services,married,secondary,no,345,yes,yes,25508
40,blue-collar,married,primary,no,1841,yes,no,38638
37,services,married,secondary,no,335,yes,no,36804
46,management,married,tertiary,no,1906,no,no,23576
30,technician,single,tertiary,no,985,yes,no,31140
31,technician,married,secondary,no,1951,yes,no,15589
48,entrepreneur,married,primary,no,2675,no,no,26523
31,blue-collar,divorced,secondary,no,6,yes,no,28459
37,blue-collar,married,primary,no,190,yes,yes,1177
34,technician,married,tertiary,no,23,no,no,22587
44,blue-collar,married,unknown,no,15578,yes,no,7199
35,technician,married,secondary,no,783,yes,no,32372
40,management,married,secondary,no,752,no,yes,27253
31,blue-collar,single,secondary,no,707,yes,no,39354
44,technician,single,secondary,no,140,yes,no,35985
61,retired,married,tertiary,no,1257,no,no,31017
40,technician,married,secondary,no,-282,yes,no,9398
33,services,divorced,secondary,no,991,yes,no,6194
33,services,single,secondary,no,3269,no,yes,27306
53,services,married,secondary,no,1242,no,no,20206
80,retired,married,primary,no,155,no,no,42460
51,services,married,secondary,no,-467,no,no,9763
34,technician,single,secondary,no,1313,no,no,44529
43,services,married,secondary,no,778,no,no,14418
31,admin.,divorced,secondary,no,217,yes,no,28882
32,blue-collar,single,secondary,no,551,yes,no,41088
38,management,single,tertiary,no,175,yes,yes,29764
26,admin.,single,secondary,yes,-930,yes,no,37711
83,retired,divorced,primary,no,0,no,no,43833
33,management,divorced,tertiary,no,2885,no,no,19115
24,student,single,secondary,no,228,no,no,39915
28,management,married,tertiary,no,1246,no,no,30153
44,technician,married,tertiary,no,1933,no,no,40132
55,entrepreneur,divorced,secondary,no,538,yes,no,40732
44,technician,single,unknown,no,11115,no,no,45099
31,technician,single,secondary,no,223,no,no,12600
31,self-employed,married,tertiary,no,168,no,no,29847
39,blue-collar,single,primary,no,554,no,no,18702
48,blue-collar,married,primary,no,2321,no,no,23352
31,management,divorced,tertiary,no,106,yes,no,30161
46,blue-collar,married,primary,no,44,no,yes,13959
45,blue-collar,married,secondary,no,159,yes,yes,7731
32,self-employed,married,tertiary,no,1464,no,no,21168
53,blue-collar,married,primary,no,53,yes,no,24929
37,technician,divorced,secondary,no,2686,no,no,20970
41,services,married,primary,no,812,yes,yes,17520
41,blue-collar,single,secondary,no,495,yes,no,26168
38,admin.,married,secondary,no,532,yes,no,16281
31,services,single,secondary,no,0,yes,no,16762
46,technician,married,primary,no,-171,yes,no,5711
43,admin.,divorced,secondary,no,738,yes,no,27537
28,blue-collar,married,secondary,no,1331,yes,yes,11608
59,self-employed,married,tertiary,no,0,yes,no,16399
51,management,single,tertiary,no,417,yes,no,1701
32,technician,married,tertiary,no,0,yes,no,26009
33,admin.,married,secondary,no,4012,no,yes,1585
27,services,married,secondary,no,15,yes,no,3754
33,self-employed,single,tertiary,no,658,yes,no,44998
32,services,married,secondary,no,1076,no,no,27389
30,entrepreneur,married,secondary,no,31,no,no,1294
55,technician,divorced,tertiary,no,525,yes,no,38676
47,management,single,tertiary,no,86,no,no,40643
48,blue-collar,married,secondary,no,729,yes,no,14625
31,management,single,tertiary,no,404,no,no,41305
31,technician,single,secondary,no,0,yes,no,35033
36,management,single,tertiary,no,86,no,no,22656
41,services,married,secondary,no,639,yes,no,1564
57,retired,married,primary,no,3549,no,no,18514
49,self-employed,married,secondary,no,0,yes,no,8601
43,services,divorced,secondary,no,372,yes,yes,29943
54,technician,divorced,secondary,no,-291,no,no,21696
37,technician,married,secondary,no,0,yes,no,14085
43,entrepreneur,married,secondary,no,860,yes,yes,14544
26,services,married,secondary,no,54,yes,no,2359
32,entrepreneur,divorced,secondary,no,1121,yes,yes,32428
27,services,single,tertiary,no,536,yes,no,36202
32,blue-collar,single,secondary,no,259,yes,no,35720
40,admin.,married,secondary,no,1060,yes,no,33023
46,blue-collar,married,tertiary,no,993,yes,no,10629
61,retired,married,unknown,no,-492,no,yes,12657
37,blue-collar,married,secondary,no,606,yes,yes,12524
44,management,married,unknown,no,187,yes,no,963
45,management,divorced,tertiary,no,2813,yes,no,37235
43,blue-collar,married,primary,no,991,yes,no,37954
31,blue-collar,married,secondary,no,1803,yes,no,38615
30,admin.,married,secondary,no,373,yes,no,28891
50,blue-collar,married,secondary,no,907,no,yes,14896
35,blue-collar,married,primary,no,1033,yes,no,35485
26,blue-collar,single,secondary,yes,-23,yes,no,2172
33,blue-collar,single,primary,no,447,yes,no,2011
48,services,single,secondary,yes,-470,yes,no,36414
49,services,married,secondary,no,1496,yes,no,967
49,management,married,tertiary,no,2037,no,no,44929
44,admin.,married,secondary,no,1248,yes,yes,35916
32,management,married,tertiary,no,1297,yes,no,38185
56,services,divorced,secondary,no,6101,no,no,32091
32,blue-collar,single,primary,no,2507,yes,no,8084
37,blue-collar,married,primary,no,643,yes,yes,29399
22,technician,single,secondary,no,333,no,yes,24163
59,technician,married,secondary,no,316,no,no,21011
52,management,single,tertiary,no,556,no,no,20862
35,blue-collar,married,primary,no,-35,yes,no,15141
50,admin.,divorced,secondary,no,381,no,no,30198
26,admin.,single,secondary,yes,-42,no,yes,17887
32,technician,married,secondary,no,1840,yes,no,22686
39,technician,married,secondary,no,8,no,yes,24666
44,management,divorced,tertiary,no,6285,yes,no,26804
25,technician,single,secondary,no,534,no,no,14662
37,management,single,tertiary,no,254,no,no,41879
46,blue-collar,married,primary,no,620,yes,no,21969
26,admin.,single,secondary,no,-326,yes,no,4053
32,management,married,tertiary,no,141,yes,no,34310
30,management,married,tertiary,no,4874,yes,no,22831
62,retired,married,secondary,no,1486,no,no,33848
44,services,married,secondary,no,646,yes,no,8409
30,management,married,tertiary,no,944,no,no,42047
50,blue-collar,married,primary,no,1052,no,no,22476
35,services,married,secondary,no,377,no,yes,18758
34,management,single,tertiary,yes,621,no,no,23699
35,student,single,tertiary,no,7,yes,no,29766
34,technician,married,secondary,no,4248,yes,no,33688
39,services,married,secondary,yes,-697,yes,no,18371
46,blue-collar,married,primary,no,222,no,no,19954
57,blue-collar,married,primary,no,4073,no,no,11065
47,management,divorced,tertiary,no,4556,yes,no,3077
55,services,married,secondary,no,1695,yes,no,8370
40,entrepreneur,married,secondary,no,1238,yes,no,15548
40,blue-collar,married,secondary,no,-365,yes,no,4276
38,technician,married,secondary,no,0,yes,no,18839
35,self-employed,single,tertiary,no,670,no,yes,37360
49,management,married,tertiary,no,20,yes,no,29965
64,retired,married,tertiary,no,2059,no,yes,45154
34,technician,married,tertiary,no,352,yes,no,32232
59,housemaid,married,tertiary,no,0,no,yes,17742
42,management,divorced,tertiary,no,826,no,no,17793
44,management,divorced,secondary,no,5757,yes,no,38896
42,admin.,single,secondary,no,506,yes,yes,12583
28,technician,married,tertiary,no,739,yes,no,15610
38,services,married,secondary,no,5000,no,no,42424
32,blue-collar,married,primary,no,1064,yes,no,2189
39,blue-collar,married,unknown,no,157,yes,no,7919
34,management,single,tertiary,no,0,yes,no,4879
46,management,married,unknown,no,3082,no,no,34397
59,retired,married,primary,no,56,no,no,22074
43,blue-collar,divorced,secondary,no,338,yes,no,1408
43,entrepreneur,divorced,tertiary,no,626,yes,no,27756
46,technician,single,unknown,no,578,no,no,28103
44,technician,divorced,secondary,no,414,yes,yes,9632
51,admin.,married,secondary,no,-287,yes,no,36731
24,blue-collar,married,primary,no,933,yes,no,6694
42,blue-collar,married,primary,no,3,no,no,11289
38,technician,married,secondary,no,635,no,no,9298
32,management,single,tertiary,no,27,no,no,23482
46,management,single,tertiary,no,2987,yes,no,14852
33,services,married,secondary,no,7,yes,yes,38844
33,admin.,divorced,tertiary,no,1586,no,no,33662
37,self-employed,single,secondary,no,349,yes,yes,29064
46,unemployed,married,primary,no,1,yes,no,18445
56,blue-collar,married,secondary,no,277,no,no,12043
52,self-employed,married,tertiary,no,2289,yes,yes,27136
58,admin.,divorced,secondary,no,3058,yes,no,36204
29,blue-collar,married,primary,no,200,yes,no,7780
30,technician,single,secondary,no,323,no,no,42721
37,technician,single,tertiary,no,160,no,no,23832
53,management,divorced,tertiary,no,913,no,no,22047
29,management,single,tertiary,no,15459,no,no,39650
35,services,married,secondary,no,1659,yes,no,12550
36,blue-collar,married,unknown,no,-742,yes,yes,18802
33,admin.,single,secondary,no,-281,yes,yes,26482
31,admin.,single,tertiary,no,98,no,yes,15297
31,management,divorced,tertiary,no,-547,yes,yes,18720
43,management,married,unknown,no,595,no,no,28123
41,blue-collar,single,primary,no,22,yes,no,2908
30,technician,single,secondary,no,-156,no,yes,13963
44,services,married,secondary,no,-22,yes,no,3349
32,admin.,divorced,secondary,no,281,yes,no,1608
44,management,divorced,tertiary,no,3340,no,no,25049
40,management,single,tertiary,no,242,yes,no,687
28,technician,single,tertiary,no,676,no,no,30509
30,services,married,secondary,no,699,yes,no,7233
46,management,married,tertiary,no,699,no,no,34096
32,technician,single,secondary,no,-5,no,yes,23083
37,technician,single,secondary,no,1780,no,no,14415
29,blue-collar,single,primary,no,213,yes,no,9516
41,admin.,single,secondary,no,-256,no,yes,2032
43,entrepreneur,married,tertiary,yes,-250,no,no,8985
33,management,divorced,tertiary,no,-255,yes,yes,36272
26,housemaid,married,tertiary,no,543,no,no,28694
23,student,single,secondary,no,107,no,no,43472
38,blue-collar,married,primary,no,54,yes,no,1184
31,blue-collar,single,tertiary,no,403,no,no,28519
57,management,married,tertiary,no,246,yes,no,16409
58,retired,married,secondary,no,1227,no,no,41035
32,management,married,tertiary,no,794,yes,yes,13660
51,retired,married,secondary,no,3003,yes,no,12819
33,admin.,single,secondary,no,346,yes,no,34428
54,management,married,primary,no,879,yes,no,2452
51,technician,married,secondary,no,143,yes,no,3724
31,entrepreneur,single,secondary,no,0,yes,no,26584
53,technician,married,primary,no,0,no,no,15604
44,management,married,tertiary,no,-367,yes,yes,26123
54,admin.,married,unknown,no,-337,yes,no,2115
40,management,married,secondary,no,0,yes,no,15225
25,services,single,secondary,no,162,yes,no,41394
26,blue-collar,single,secondary,no,177,no,yes,12656
32,management,single,tertiary,no,933,yes,no,36965
34,blue-collar,single,tertiary,no,-303,yes,no,38748
31,student,single,tertiary,no,307,no,no,26556
23,blue-collar,single,secondary,no,5145,yes,no,7896
34,admin.,married,secondary,no,159,yes,no,15609
37,blue-collar,single,secondary,no,415,no,no,11108
54,self-employed,married,secondary,no,203,yes,no,12978
38,entrepreneur,married,tertiary,no,1514,no,yes,27162
58,management,married,secondary,no,-382,no,no,18532
50,blue-collar,married,primary,no,-141,yes,no,11659
26,technician,single,secondary,no,1256,no,no,5856
37,admin.,single,secondary,no,0,no,no,41967
33,management,single,tertiary,no,541,yes,yes,5042
51,management,married,tertiary,no,2635,no,no,41393
38,technician,married,secondary,no,557,yes,no,45201
60,admin.,married,secondary,no,3735,no,no,44852
27,admin.,single,secondary,no,685,yes,no,9387
36,services,married,secondary,no,52,yes,no,43233
45,technician,divorced,secondary,no,299,yes,no,27914
52,retired,married,primary,no,383,yes,yes,32658
47,technician,divorced,secondary,no,598,no,no,23338
55,management,divorced,tertiary,no,5253,yes,yes,33313
36,management,divorced,tertiary,no,210,yes,no,27274
49,blue-collar,married,secondary,no,0,yes,no,36308
55,services,divorced,secondary,no,-555,yes,no,18581
43,admin.,married,tertiary,no,279,yes,no,24439
41,services,married,secondary,no,115,yes,yes,25860
72,retired,single,tertiary,no,1285,no,no,44052
26,technician,single,tertiary,no,515,no,no,43835
62,blue-collar,married,secondary,no,180,no,no,32147
64,retired,married,secondary,no,1370,no,no,40922
30,entrepreneur,married,primary,no,386,yes,no,38092
35,self-employed,married,tertiary,no,1820,yes,yes,28314
30,services,single,secondary,no,311,yes,no,16055
34,management,married,tertiary,no,630,no,no,23468
56,admin.,married,secondary,no,0,yes,no,25970
32,blue-collar,married,primary,no,-56,yes,yes,32915
